Site_N,Point,Year,Survey,Macaca_sur,Macaca_dist,Time,TypeName,Distance,Do.survey,TypeName.1,Altitude,County,x,y,Pointid
A29-25,6,2019,2,,,,闊葉樹林型,400.8814763,1,闊葉林,A,台中市,120.62551,24.09983,A29-25-06
A29-25,7,2019,2,,,,闊葉樹林型,132.4164297,1,闊葉林,A,台中市,120.62824,24.10082,A29-25-07
A29-25,8,2019,2,,,,闊葉樹林型,307.8014275,1,闊葉林,A,台中市,120.62678,24.10252,A29-25-08
A29-26,1,2019,2,,,,闊葉樹林型,17.24829298,1,闊葉林,A,南投市,120.8497167,23.96052778,A29-26-01
A29-26,2,2019,2,,,,闊葉樹林型,67.74752205,1,闊葉林,A,南投市,120.84657,23.96221,A29-26-02
A29-26,3,2019,2,,,,闊葉樹林型,7.09682297,1,闊葉林,A,南投市,120.8465667,23.95979722,A29-26-03
A29-26,4,2019,2,,,,針葉樹林型,135.9330498,1,針葉林,A,南投市,120.84403,23.95747,A29-26-04
A29-26,5,2019,2,,,,闊葉樹林型,30.82106899,1,闊葉林,A,南投市,120.8411,23.95443,A29-26-05
A29-26,6,2019,2,,,,闊葉樹林型,35.00916171,1,闊葉林,A,南投市,120.84089,23.95214,A29-26-06
A29-26,7,2019,2,,,,竹闊混淆林,1.574949945,1,混淆林,A,南投市,120.8384417,23.95076944,A29-26-07
A29-27,1,2019,2,,,,待成林地,14.62469346,1,,A,南投市,120.84795,23.94943,A29-27-01
A29-27,2,2019,2,,,,待成林地,68.11248598,1,,A,南投市,120.85084,23.94887,A29-27-02
A29-27,3,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投市,120.8533028,23.94779167,A29-27-03
A29-27,4,2019,2,,,,闊葉樹林型,44.338283,1,闊葉林,A,南投市,120.85456,23.94919,A29-27-04
A29-27,5,2019,2,,,,闊葉樹林型,8.717640161,1,闊葉林,A,南投市,120.856625,23.95039167,A29-27-05
A29-27,6,2019,2,,,,闊葉樹林型,13.47367931,1,闊葉林,A,南投市,120.8569472,23.95227222,A29-27-06
A29-27,7,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投市,120.8624722,23.95426667,A29-27-07
A30-03,1,2019,2,,,,闊葉樹林型,170.993372,1,闊葉林,A,南投縣,120.93143,23.79085,A30-03-01
A30-03,2,2019,2,,,,闊葉樹林型,1.57622232,1,闊葉林,A,南投縣,120.9343028,23.78907778,A30-03-02
A30-03,3,2019,2,,,,闊葉樹林型,20.01583965,1,闊葉林,A,南投縣,120.9366,23.79012,A30-03-03
A30-03,4,2019,2,,,,竹林,25.08036374,1,竹林,A,南投縣,120.9386,23.79447,A30-03-04
A30-03,5,2019,2,,,,針闊葉樹混淆,0,1,闊葉林,A,南投縣,120.9418361,23.79335278,A30-03-05
A30-03,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.9461472,23.7917,A30-03-06
A30-03,7,2019,2,,,,闊葉樹林型,12.1360567,1,闊葉林,A,南投縣,120.9437417,23.79263056,A30-03-07
A30-03,8,2019,2,,,,闊葉樹林型,7.01512243,1,闊葉林,A,南投縣,120.947175,23.79353333,A30-03-08
A32-01,1,2019,2,,,,闊葉樹林型,1.91739713,1,闊葉林,A,南投縣,120.8932222,23.91330556,A32-01-01
A32-01,2,2019,2,,,,針闊葉樹混淆,0,1,闊葉林,A,南投縣,120.8920028,23.91479444,A32-01-02
A32-01,3,2019,2,,,,針闊葉樹混淆,0,1,闊葉林,A,南投縣,120.8908139,23.91659722,A32-01-03
A32-01,4,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8907806,23.91931667,A32-01-04
A32-01,5,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8891222,23.91739167,A32-01-05
A32-01,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8837083,23.91856111,A32-01-06
A32-02,1,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投縣,120.900381,23.85169,A32-02-01
A32-02,2,2019,2,,,,竹闊混淆林,0.79744206,1,混淆林,A,南投縣,120.898896,23.854552,A32-02-02
A32-02,3,2019,2,,,,闊葉樹林型,3.28811037,1,闊葉林,A,南投縣,120.897701,23.851743,A32-02-03
A32-02,4,2019,2,,,,竹闊混淆林,4.59766719,1,混淆林,A,南投縣,120.89553,23.853033,A32-02-04
A32-02,5,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投縣,120.896775,23.854812,A32-02-05
A32-02,6,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投縣,120.8909,23.85826,A32-02-06
A32-02,8,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.899225,23.860665,A32-02-08
A32-02,9,2019,2,,,,竹闊混淆林,16.79358051,1,混淆林,A,南投縣,120.900235,23.862824,A32-02-09
A32-02,10,2019,2,,,,竹針混淆林,0,1,混淆林,A,南投縣,120.898525,23.865216,A32-02-10
A32-03,1,2019,2,,,,竹林,47.12270034,1,竹林,A,南投縣,120.80835,23.84092,A32-03-01
A32-03,2,2019,2,,,,竹闊混淆林,5.53279934,1,混淆林,A,南投縣,120.807274,23.842997,A32-03-02
A32-03,3,2019,2,,,,闊葉樹林型,113.9689139,1,闊葉林,A,南投縣,120.80889,23.84682,A32-03-03
A32-03,4,2019,2,,,,闊葉樹林型,2.99502472,1,闊葉林,A,南投縣,120.811146,23.847128,A32-03-04
A32-03,5,2019,2,,,,闊葉樹林型,58.5962135,1,闊葉林,A,南投縣,120.81221,23.8521,A32-03-05
A32-03,6,2019,2,,,,闊葉樹林型,12.75112675,1,闊葉林,A,南投縣,120.813314,23.854923,A32-03-06
A32-03,7,2019,2,,,,竹林,101.2887179,1,竹林,A,南投縣,120.80989,23.85117,A32-03-07
A32-03,8,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.803893,23.851842,A32-03-08
A32-03,9,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.802455,23.848869,A32-03-09
A32-03,10,2019,2,,,,闊葉樹林型,14.27388632,1,闊葉林,A,南投縣,120.801359,23.846348,A32-03-10
A32-04,1,2019,2,,,,闊葉樹林型,1.69764171,1,闊葉林,A,南投縣,120.8888917,23.59869167,A32-04-01
A32-04,2,2019,2,,,,闊葉樹林型,2.73306541,1,闊葉林,A,南投縣,120.8890472,23.59649444,A32-04-02
A32-04,3,2019,2,,,,闊葉樹林型,53.01573106,1,闊葉林,A,南投縣,120.88945,23.59409,A32-04-03
A32-04,5,2019,2,,,,闊葉樹林型,1.1643773,1,闊葉林,A,南投縣,120.8928472,23.59199444,A32-04-05
A32-04,6,2019,2,,,,闊葉樹林型,22.15467441,1,闊葉林,A,南投縣,120.89602,23.58909,A32-04-06
A32-04,7,2019,2,,,,闊葉樹林型,5.2575266,1,闊葉林,A,南投縣,120.8870194,23.59139722,A32-04-07
A32-04,8,2019,2,,,,闊葉樹林型,1.28996878,1,闊葉林,A,南投縣,120.8861417,23.59436944,A32-04-08
A32-04,9,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8854444,23.59638611,A32-04-09
A32-05,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.86695,23.77228,A32-05-01
A32-05,2,2019,2,,,,闊葉樹林型,1.189736349,1,闊葉林,A,南投縣,120.86645,23.77041,A32-05-02
A32-05,3,2019,2,,,,闊葉樹林型,1.621727836,1,闊葉林,A,南投縣,120.86774,23.76916,A32-05-03
A32-05,4,2019,2,,,,闊葉樹林型,1.648279375,1,闊葉林,A,南投縣,120.86717,23.76759,A32-05-04
A32-05,5,2019,2,,,,闊葉樹林型,0.104754116,1,闊葉林,A,南投縣,120.86637,23.7661,A32-05-05
A32-05,6,2019,2,,,,闊葉樹林型,35.53854021,1,闊葉林,A,南投縣,120.86786,23.76495,A32-05-06
A32-05,7,2019,2,,,,闊葉樹林型,2.916025164,1,闊葉林,A,南投縣,120.86836,23.76333,A32-05-07
A32-05,8,2019,2,,,,闊葉樹林型,11.97200642,1,闊葉林,A,南投縣,120.86782,23.76148,A32-05-08
A32-06,1,2019,2,,,,竹林,37.33368195,1,竹林,A,南投縣,120.8344,23.69101,A32-06-01
A32-06,2,2019,2,,,,闊葉樹林型,1.66023637,1,闊葉林,A,南投縣,120.833299,23.688915,A32-06-02
A32-06,3,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.831981,23.691641,A32-06-03
A32-06,4,2019,2,,,,竹闊混淆林,1.99012401,1,混淆林,A,南投縣,120.830831,23.693843,A32-06-04
A32-06,5,2019,2,,,,竹林,3.69625023,1,竹林,A,南投縣,120.829799,23.695503,A32-06-05
A32-06,6,2019,2,,,,闊葉樹林型,11.50042306,1,闊葉林,A,南投縣,120.828905,23.697407,A32-06-06
A32-06,7,2019,2,,,,竹林,2.81709082,1,竹林,A,南投縣,120.826245,23.698696,A32-06-07
A32-07,1,2019,2,,,,闊葉樹林型,13.97672423,1,闊葉林,A,南投縣,120.844534,23.690344,A32-07-01
A32-07,2,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.841357,23.690504,A32-07-02
A32-07,3,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.840113,23.68885,A32-07-03
A32-07,4,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投縣,120.838783,23.686501,A32-07-04
A32-07,5,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.838554,23.689255,A32-07-05
A32-07,6,2019,2,,,,竹闊混淆林,0,1,混淆林,A,南投縣,120.838756,23.692117,A32-07-06
A32-07,7,2019,2,,,,竹闊混淆林,0.98768746,1,混淆林,A,南投縣,120.836443,23.691546,A32-07-07
A32-08,1,2019,2,,,,闊葉樹林型,29.3673984,1,闊葉林,A,南投縣,120.86179,23.84768,A32-08-01
A32-08,2,2019,2,,,,待成林地,0,1,,A,南投縣,120.86536,23.8435,A32-08-02
A32-08,3,2019,2,,,,竹林,34.93456853,1,竹林,A,南投縣,120.85941,23.84069,A32-08-03
A32-08,4,2019,2,,,,闊葉樹林型,16.91719663,1,闊葉林,A,南投縣,120.8641806,23.83634444,A32-08-04
A32-08,5,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8640361,23.82636944,A32-08-05
A32-08,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8610694,23.82593889,A32-08-06
A32-08,7,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8576056,23.82294722,A32-08-07
A33-01,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.774783,23.93196,A33-01-01
A33-01,2,2019,2,,,,闊葉樹林型,5.32620097,1,闊葉林,A,南投縣,120.774356,23.929097,A33-01-02
A33-01,3,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.776822,23.928857,A33-01-03
A33-01,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.772333,23.928399,A33-01-06
A33-01,7,2019,2,,,,闊葉樹林型,6.80053273,1,闊葉林,A,南投縣,120.768011,23.928645,A33-01-07
A33-01,8,2019,2,,,,闊葉樹林型,26.5629714,1,闊葉林,A,南投縣,120.76949,23.92731,A33-01-08
A33-01,9,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.767794,23.928744,A33-01-09
A33-02,1,2019,2,,,,闊葉樹林型,90.64853265,1,闊葉林,A,南投縣,120.8154,23.92354,A33-02-01
A33-02,2,2019,2,,,,闊葉樹林型,1.25311491,1,闊葉林,A,南投縣,120.814075,23.926306,A33-02-02
A33-02,3,2019,2,,,,闊葉樹林型,7.48774012,1,闊葉林,A,南投縣,120.811502,23.925978,A33-02-03
A33-02,5,2019,2,,,,竹闊混淆林,57.88288305,1,混淆林,A,南投縣,120.81389,23.92899,A33-02-05
A33-02,6,2019,2,,,,針闊葉樹混淆,9.40555543,1,闊葉林,A,南投縣,120.813733,23.932364,A33-02-06
A33-02,7,2019,2,,,,針葉樹林型,48.23752379,1,針葉林,A,南投縣,120.80888,23.92537,A33-02-07
A33-02,8,2019,2,,,,闊葉樹林型,18.56601229,1,闊葉林,A,南投縣,120.807964,23.927057,A33-02-08
A33-02,9,2019,2,,,,闊葉樹林型,30.35899374,1,闊葉林,A,南投縣,120.80897,23.92972,A33-02-09
A33-02,10,2019,2,,,,闊葉樹林型,0.66906924,1,闊葉林,A,南投縣,120.811484,23.932,A33-02-10
A33-03,1,2019,2,,,,竹林,113.0441573,1,竹林,A,南投縣,120.68514,23.87897,A33-03-01
A33-03,2,2019,2,,,,竹林,50.35225033,1,竹林,A,南投縣,120.68106,23.87855,A33-03-02
A33-03,3,2019,2,,,,闊葉樹林型,57.35289028,1,闊葉林,A,南投縣,120.67883,23.88122,A33-03-03
A33-03,4,2019,2,,,,竹林,91.94690859,1,竹林,A,南投縣,120.68203,23.88061,A33-03-04
A33-03,5,2019,2,,,,竹林,9.64465053,1,竹林,A,南投縣,120.685168,23.881226,A33-03-05
A33-03,6,2019,2,,,,竹林,155.1567351,1,竹林,A,南投縣,120.68697,23.88314,A33-03-06
A33-03,7,2019,2,,,,闊葉樹林型,5.08542155,1,闊葉林,A,南投縣,120.685168,23.885334,A33-03-07
A33-03,8,2019,2,,,,竹林,172.3851526,1,竹林,A,南投縣,120.68131,23.88653,A33-03-08
A33-03,9,2019,2,,,,針葉樹林型,0.55261887,1,針葉林,A,南投縣,120.679612,23.884275,A33-03-09
A33-03,10,2019,2,,,,闊葉樹林型,163.7843933,1,闊葉林,A,南投縣,120.68228,23.88253,A33-03-10
A33-07,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.789938,23.993996,A33-07-01
A33-07,2,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.789247,23.995792,A33-07-02
A33-07,3,2019,2,,,,闊葉樹林型,11.03964306,1,闊葉林,A,南投縣,120.787416,23.997632,A33-07-03
A33-07,4,2019,2,,,,闊葉樹林型,6.83784841,1,闊葉林,A,南投縣,120.785311,23.998631,A33-07-04
A33-07,5,2019,2,,,,闊葉樹林型,15.50582456,1,闊葉林,A,南投縣,120.783027,24.001246,A33-07-05
A33-07,6,2019,2,,,,闊葉樹林型,0.51915463,1,闊葉林,A,南投縣,120.780658,24.001261,A33-07-06
A33-07,7,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.779299,24.002984,A33-07-07
A33-07,8,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.777852,24.004282,A33-07-08
A33-07,9,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.776404,24.005598,A33-07-09
A33-07,10,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.774936,24.007835,A33-07-10
A33-08,2,2019,2,,,,竹闊混淆林,0,1,混淆林,A,雲林縣,120.632045,23.699196,A33-08-02
A33-08,5,2019,2,,,,竹林,0.65133862,1,竹林,A,雲林縣,120.626585,23.701937,A33-08-05
A33-08,6,2019,2,,,,闊葉樹林型,2.6045058,1,闊葉林,A,雲林縣,120.621206,23.710773,A33-08-06
A33-08,7,2019,2,,,,竹林,0,1,竹林,A,雲林縣,120.62304,23.71047,A33-08-07
A33-08,10,2019,2,,,,竹闊混淆林,0,1,混淆林,A,雲林縣,120.624221,23.698716,A33-08-10
A33-09,1,2019,2,,,,闊葉樹林型,731.2003361,1,闊葉林,A,南投縣,120.67256,24.0059,A33-09-01
A33-09,2,2019,2,,,,闊葉樹林型,715.7495266,1,闊葉林,A,南投縣,120.66916,24.00745,A33-09-02
A33-09,3,2019,2,,,,闊葉樹林型,456.92232,1,闊葉林,A,南投縣,120.66884,24.01057,A33-09-03
A33-09,4,2019,2,,,,闊葉樹林型,552.5385271,1,闊葉林,A,南投縣,120.66678,24.01692,A33-09-04
A33-09,5,2019,2,,,,闊葉樹林型,236.0392779,1,闊葉林,A,南投縣,120.66929,24.01518,A33-09-05
A33-09,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.671792,24.013751,A33-09-06
A33-09,7,2019,2,,,,闊葉樹林型,74.64859903,1,闊葉林,A,南投縣,120.67425,24.01185,A33-09-07
A33-09,8,2019,2,,,,闊葉樹林型,240.9780693,1,闊葉林,A,南投縣,120.67289,24.0104,A33-09-08
A33-09,9,2019,2,,,,闊葉樹林型,449.3204762,1,闊葉林,A,南投縣,120.67741,24.01003,A33-09-09
A33-09,10,2019,2,,,,闊葉樹林型,612.4753872,1,闊葉林,A,南投縣,120.6807,24.01193,A33-09-10
A33-10,1,2019,2,,,,闊葉樹林型,460.6742877,1,闊葉林,A,南投縣,120.67342,23.98461,A33-10-01
A33-10,2,2019,2,,,,竹林,678.670876,1,竹林,A,南投縣,120.67084,23.98694,A33-10-02
A33-10,3,2019,2,,,,竹林,607.5551719,1,竹林,A,南投縣,120.66772,23.98872,A33-10-03
A33-10,4,2019,2,,,,竹林,965.5535956,1,竹林,A,南投縣,120.66936,23.99158,A33-10-04
A33-10,5,2019,2,,,,闊葉樹林型,724.1801401,1,闊葉林,A,南投縣,120.67289,23.98911,A33-10-05
A33-10,6,2019,2,,,,竹林,1181.204299,1,竹林,A,南投縣,120.669,23.99598,A33-10-06
A33-10,7,2019,2,,,,竹林,792.4919833,1,竹林,A,南投縣,120.67275,23.99683,A33-10-07
A33-10,8,2019,2,,,,竹林,533.4056065,1,竹林,A,南投縣,120.67625,23.99448,A33-10-08
A33-10,9,2019,2,,,,闊葉樹林型,382.337067,1,闊葉林,A,南投縣,120.67756,23.99075,A33-10-09
A33-10,10,2019,2,,,,闊葉樹林型,399.2261312,1,闊葉林,A,南投縣,120.67639,23.98642,A33-10-10
A33-11,1,2019,2,,,,竹林,26.88169151,1,竹林,A,南投縣,120.69506,23.97281,A33-11-01
A33-11,2,2019,2,,,,闊葉樹林型,97.01209195,1,闊葉林,A,南投縣,120.7015,23.97453,A33-11-02
A33-11,3,2019,2,,,,針葉樹林型,0,1,針葉林,A,南投縣,120.7013083,23.97169722,A33-11-03
A33-11,4,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.6982278,23.97036389,A33-11-04
A33-11,5,2019,2,,,,闊葉樹林型,9.40558236,1,闊葉林,A,南投縣,120.6983028,23.967475,A33-11-05
A33-11,6,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.7006944,23.96822222,A33-11-06
A33-11,7,2019,2,,,,闊葉樹林型,78.92619866,1,闊葉林,A,南投縣,120.70731,23.97311,A33-11-07
A33-11,8,2019,2,,,,闊葉樹林型,19.57355805,1,闊葉林,A,南投縣,120.7058889,23.97633056,A33-11-08
A33-11,9,2019,2,,,,闊葉樹林型,69.39624635,1,闊葉林,A,南投縣,120.70347,23.97659,A33-11-09
A33-11,10,2019,2,,,,闊葉樹林型,70.12632856,1,闊葉林,A,南投縣,120.69803,23.97739,A33-11-10
A33-12,1,2019,2,,,,闊葉樹林型,0.95306748,1,闊葉林,A,彰化縣,120.6040889,23.94081944,A33-12-01
A33-12,2,2019,2,,,,闊葉樹林型,141.5917844,1,闊葉林,A,彰化縣,120.60937,23.94074,A33-12-02
A33-12,3,2019,2,,,,闊葉樹林型,9.94596408,1,闊葉林,A,彰化縣,120.6043861,23.93944722,A33-12-03
A33-12,4,2019,2,,,,闊葉樹林型,22.11359946,1,闊葉林,A,彰化縣,120.60616,23.93688,A33-12-04
A33-12,5,2019,2,,,,闊葉樹林型,19.94417881,1,闊葉林,A,彰化縣,120.6075444,23.93745833,A33-12-05
A33-12,7,2019,2,,,,闊葉樹林型,57.34750862,1,闊葉林,A,彰化縣,120.60765,23.9353,A33-12-07
A33-12,8,2019,2,,,,闊葉樹林型,82.70111464,1,闊葉林,A,彰化縣,120.60516,23.93441,A33-12-08
A33-12,9,2019,2,,,,闊葉樹林型,10.58100114,1,闊葉林,A,彰化縣,120.6007694,23.94047778,A33-12-09
A33-12,10,2019,2,,,,針葉樹林型,1.32772433,1,針葉林,A,彰化縣,120.6080861,23.94229167,A33-12-10
A33-13,1,2019,2,,,,針葉樹林型,127.2036996,1,針葉林,A,彰化縣,120.55333,23.92333,A33-13-01
A33-13,2,2019,2,,,,闊葉樹林型,38.18076996,1,闊葉林,A,彰化縣,120.56028,23.92236,A33-13-02
A33-13,3,2019,2,,,,闊葉樹林型,82.49954089,1,闊葉林,A,彰化縣,120.55736,23.92519,A33-13-03
A33-13,4,2019,2,,,,闊葉樹林型,84.51424878,1,闊葉林,A,彰化縣,120.55556,23.9275,A33-13-04
A33-13,5,2019,2,,,,竹林,98.54332538,1,竹林,A,彰化縣,120.55735,23.92991,A33-13-05
A33-13,6,2019,2,,,,闊葉樹林型,23.86752954,1,闊葉林,A,彰化縣,120.55939,23.9273,A33-13-06
A33-13,7,2019,2,,,,闊葉樹林型,89.64086761,1,闊葉林,A,彰化縣,120.56014,23.93083,A33-13-07
A33-13,8,2019,2,,,,闊葉樹林型,105.9081528,1,闊葉林,A,彰化縣,120.55242,23.92806,A33-13-08
A33-13,9,2019,2,,,,闊葉樹林型,73.45659253,1,闊葉林,A,彰化縣,120.55183,23.93139,A33-13-09
A33-13,10,2019,2,,,,闊葉樹林型,9.63394883,1,闊葉林,A,彰化縣,120.5517833,23.92534722,A33-13-10
A33-14,1,2019,2,,,,闊葉樹林型,57.63943826,1,闊葉林,A,彰化縣,120.58778,23.81417,A33-14-01
A33-14,2,2019,2,,,,闊葉樹林型,263.5246839,1,闊葉林,A,彰化縣,120.59278,23.81107,A33-14-02
A33-14,3,2019,2,,,,闊葉樹林型,241.7962325,1,闊葉林,A,彰化縣,120.58672,23.81263,A33-14-03
A33-14,4,2019,2,,,,闊葉樹林型,396.7517375,1,闊葉林,A,彰化縣,120.58973,23.81084,A33-14-04
A33-14,5,2019,2,,,,闊葉樹林型,596.241597,1,闊葉林,A,彰化縣,120.5825,23.81389,A33-14-05
A33-14,6,2019,2,,,,闊葉樹林型,449.8233217,1,闊葉林,A,彰化縣,120.58278,23.8121,A33-14-06
A33-14,7,2019,2,,,,闊葉樹林型,69.15399408,1,闊葉林,A,彰化縣,120.58611,23.80972,A33-14-07
A33-14,8,2019,2,,,,闊葉樹林型,80.87025109,1,闊葉林,A,彰化縣,120.58452,23.808,A33-14-08
A33-14,9,2019,2,,,,闊葉樹林型,300.7372982,1,闊葉林,A,彰化縣,120.58235,23.80842,A33-14-09
A33-14,10,2019,2,,,,闊葉樹林型,24.15819176,1,闊葉林,A,彰化縣,120.58777,23.8075,A33-14-10
A33-16,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,雲林縣,120.607118,23.73212,A33-16-01
A33-16,2,2019,2,,,,竹林,13.08298104,1,竹林,A,雲林縣,120.604786,23.731211,A33-16-02
A33-16,3,2019,2,,,,闊葉樹林型,96.49737311,1,闊葉林,A,雲林縣,120.60303,23.73368,A33-16-03
A33-16,4,2019,2,,,,闊葉樹林型,3.74608567,1,闊葉林,A,雲林縣,120.600908,23.735779,A33-16-04
A33-16,5,2019,2,,,,闊葉樹林型,4.82140074,1,闊葉林,A,雲林縣,120.602916,23.736733,A33-16-05
A33-16,6,2019,2,,,,闊葉樹林型,49.97127855,1,闊葉林,A,雲林縣,120.60621,23.73472,A33-16-06
A33-16,7,2019,2,,,,竹林,92.72098248,1,竹林,A,雲林縣,120.60549,23.73904,A33-16-07
A33-18,1,2019,2,,,,竹林,1240.118999,1,竹林,A,雲林縣,120.50031,23.70236,A33-18-01
A33-18,2,2019,2,,,,竹林,1445.774104,1,竹林,A,雲林縣,120.49836,23.70185,A33-18-02
A33-18,3,2019,2,,,,竹林,1535.093776,1,竹林,A,雲林縣,120.49662,23.7014,A33-18-03
A33-18,4,2019,2,,,,闊葉樹林型,1368.57189,1,闊葉林,A,雲林縣,120.49461,23.70105,A33-18-04
A33-18,5,2019,2,,,,闊葉樹林型,1090.562569,1,闊葉林,A,雲林縣,120.4917,23.69869,A33-18-05
A33-18,6,2019,2,,,,闊葉樹林型,1016.823143,1,闊葉林,A,雲林縣,120.49035,23.69691,A33-18-06
A33-18,7,2019,2,,,,闊葉樹林型,834.0303039,1,闊葉林,A,雲林縣,120.48928,23.70174,A33-18-07
A33-18,8,2019,2,,,,闊葉樹林型,612.6235796,1,闊葉林,A,雲林縣,120.48703,23.70225,A33-18-08
A33-18,9,2019,2,,,,竹林,620.534947,1,竹林,A,雲林縣,120.48537,23.70579,A33-18-09
A33-18,10,2019,2,,,,竹林,653.5763767,1,竹林,A,雲林縣,120.49004,23.70667,A33-18-10
A33-26,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.8024,23.82643,A33-26-01
A33-26,2,2019,2,,,,闊葉樹林型,44.55232648,1,闊葉林,A,南投縣,120.80161,23.82885,A33-26-02
A33-26,3,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.80618,23.826074,A33-26-03
A33-26,4,2019,2,,,,闊葉樹林型,10.09608686,1,闊葉林,A,南投縣,120.797558,23.834903,A33-26-04
A33-26,5,2019,2,,,,闊葉樹林型,98.58573611,1,闊葉林,A,南投縣,120.79081,23.83751,A33-26-05
A33-26,6,2019,2,,,,竹林,25.44118272,1,竹林,A,南投縣,120.79151,23.833,A33-26-06
A33-26,7,2019,2,,,,闊葉樹林型,293.1251459,1,闊葉林,A,南投縣,120.795,23.83192,A33-26-07
A33-26,8,2019,2,,,,竹林,184.0633752,1,竹林,A,南投縣,120.79135,23.82515,A33-26-08
A33-26,9,2019,2,,,,闊葉樹林型,201.2263908,1,闊葉林,A,南投縣,120.78058,23.82565,A33-26-09
A33-26,10,2019,2,,,,闊葉樹林型,246.9153051,1,闊葉林,A,南投縣,120.77675,23.82451,A33-26-10
A33-29,1,2019,2,,,,闊葉樹林型,1.24219452,1,闊葉林,A,南投縣,120.7326944,23.83716667,A33-29-01
A33-29,2,2019,2,,,,闊葉樹林型,6.25579747,1,闊葉林,A,南投縣,120.7351944,23.83577778,A33-29-02
A33-29,3,2019,2,,,,針葉樹林型,0,1,針葉林,A,南投縣,120.7402222,23.83516667,A33-29-03
A33-29,4,2019,2,,,,闊葉樹林型,38.71718454,1,闊葉林,A,南投縣,120.73975,23.83753,A33-29-04
A33-29,5,2019,2,,,,闊葉樹林型,5.78749503,1,闊葉林,A,南投縣,120.7454722,23.83605556,A33-29-05
A33-29,6,2019,2,,,,針葉樹林型,82.37160581,1,針葉林,A,南投縣,120.74892,23.83481,A33-29-06
A33-29,7,2019,2,,,,闊葉樹林型,18.05934694,1,闊葉林,A,南投縣,120.7449444,23.83352778,A33-29-07
A33-30,1,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.670223,23.775945,A33-30-01
A33-30,2,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.672793,23.77632,A33-30-02
A33-30,3,2019,2,,,,闊葉樹林型,0,1,闊葉林,A,南投縣,120.672866,23.774523,A33-30-03
A33-30,4,2019,2,,,,闊葉樹林型,3.90192852,1,闊葉林,A,南投縣,120.672491,23.771462,A33-30-04
A33-30,5,2019,2,,,,闊葉樹林型,12.62394137,1,闊葉林,A,南投縣,120.674715,23.77292,A33-30-05
A33-30,6,2019,2,,,,闊葉樹林型,0.5873964,1,闊葉林,A,南投縣,120.6759,23.769771,A33-30-06
A33-32,1,2019,2,,,,竹林,13.05539994,1,竹林,A,南投縣,120.7471889,23.6785,A33-32-01
A33-32,2,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.7427056,23.67664444,A33-32-02
A33-32,3,2019,2,,,,竹林,0,1,竹林,A,南投縣,120.7388944,23.67877222,A33-32-03
A33-33,1,2019,2,,,,闊葉樹林型,79.55283552,1,闊葉林,A,南投縣,120.70118,23.93673,A33-33-01
A33-33,2,2019,2,,,,闊葉樹林型,50.73297905,1,闊葉林,A,南投縣,120.70369,23.93586,A33-33-02
